timestamp_ms,cpu_percent,memory_mb
1759332900000,1.18,11.83
1759332960000,1.72,11.83
1759333020000,1.37,11.83
1759333080000,1.40,11.83
1759333140000,1.12,11.83
1759333200000,1.13,11.83
1759333260000,0.87,11.83
1759333320000,0.74,11.83
1759333380000,0.95,11.83
1759333440000,0.72,11.83
1759333500000,1.59,11.83
1759333560000,1.75,11.83
1759333620000,2.01,11.83
1759333680000,1.48,11.83
1759333740000,1.49,11.83
1759333800000,1.06,11.83
1759333860000,0.88,11.83
1759333920000,0.54,11.83
1759333980000,0.57,11.83
1759334040000,0.82,11.83
1759334100000,1.07,11.83
1759334160000,0.71,11.83
1759334220000,0.66,11.83
1759334280000,0.64,11.83
1759334340000,1.23,11.83
1759334400000,2.57,11.83
1759334460000,2.17,11.83
1759334520000,1.13,11.83
1759334580000,1.74,11.83
1759334640000,1.25,11.83
1759334700000,1.50,11.83
1759334760000,1.58,11.83
1759334820000,0.83,11.83
1759334880000,1.66,11.83
1759334940000,1.23,11.83
1759335000000,1.37,11.83
1759335060000,1.40,11.83
1759335120000,1.22,11.83
1759335180000,1.66,11.83
1759335240000,1.33,11.83
1759335300000,1.66,11.83
1759335360000,1.58,11.83
1759335420000,1.19,11.83
1759335480000,0.96,11.83
1759335540000,1.05,11.83
1759335600000,1.13,11.83
1759335660000,0.80,11.83
1759335720000,1.10,11.83
1759335780000,0.86,11.83
1759335840000,0.76,11.83
1759335900000,0.70,11.83
1759335960000,0.77,11.83
1759336020000,2.40,11.83
1759336080000,2.14,11.83
1759336140000,2.12,11.83
1759336200000,1.10,11.83
1759336260000,1.20,11.83
1759336320000,1.49,11.83
1759336380000,1.30,11.83
1759336440000,0.87,11.83
1759336500000,0.94,11.83
1759336560000,0.99,11.83
1759336620000,4.13,11.83
1759336680000,4.18,11.83
1759336740000,3.83,11.83
1759336800000,3.65,11.83
1759336860000,2.05,11.83
1759336920000,1.77,11.83
1759336980000,1.25,11.83
1759337040000,1.90,11.83
1759337100000,1.80,11.83
1759337160000,1.48,11.83
1759337220000,1.16,11.83
1759337280000,0.84,11.83
1759337340000,2.11,11.83
1759337400000,1.03,11.83
1759337460000,1.36,11.83
1759337520000,0.89,11.83
1759337580000,0.84,11.83
1759337640000,1.89,11.83
1759337700000,1.59,11.83
1759337760000,2.30,11.83
1759337820000,2.03,11.83
1759337880000,1.58,11.83
1759337940000,1.01,11.83
1759338000000,2.02,11.83
1759338060000,1.83,11.83
1759338120000,0.85,11.83
1759338180000,0.72,11.83
1759338240000,1.13,11.83
1759338300000,1.49,11.83
1759338360000,0.91,11.83
1759338420000,0.95,11.83
1759338480000,1.52,11.83
1759338540000,1.37,11.83
1759338600000,1.23,11.83
1759338660000,1.32,11.83
1759338720000,1.17,11.83
1759338780000,1.02,11.83
1759338840000,2.87,11.83
1759338900000,1.96,11.83
1759338960000,1.13,11.83
1759339020000,1.49,11.83
1759339080000,1.44,11.83
1759339140000,1.19,11.83
1759339200000,1.11,11.83
1759339260000,1.56,11.83
1759339320000,0.73,11.83
1759339380000,1.03,11.83
1759339440000,0.60,11.83
1759339500000,0.91,11.83
1759339560000,1.30,11.83
1759339620000,0.92,11.83
1759339680000,1.12,11.83
1759339740000,0.86,11.83
1759339800000,0.80,11.83
1759339860000,0.60,11.83
1759339920000,0.61,11.83
1759339980000,0.52,11.83
1759340040000,0.53,11.83
1759340100000,0.66,11.83
1759340160000,0.58,11.83
1759340220000,0.58,11.83
1759340280000,0.87,11.83
1759340340000,1.14,11.83
1759340400000,0.80,11.83
1759340460000,0.93,11.83
1759340520000,0.99,11.83
1759340580000,0.57,11.83
1759340640000,0.82,11.83
1759340700000,0.55,11.83
1759340760000,0.67,11.83
1759340820000,0.88,11.83
1759340880000,1.05,11.83
1759340940000,1.96,11.83
1759341000000,1.29,11.83
1759341060000,2.25,11.83
1759341120000,2.47,11.83
1759341180000,1.80,11.83
1759341240000,1.67,11.83
1759341300000,1.36,11.83
1759341360000,0.87,11.83
1759341420000,1.79,11.83
1759341480000,1.51,11.83
1759341540000,1.14,11.83
1759341600000,2.29,11.83
1759341660000,1.08,11.83
1759341720000,0.99,11.83
1759341780000,0.99,11.83
1759341840000,0.76,11.83
1759341900000,1.14,11.83
1759341960000,0.78,11.83
1759342020000,1.34,11.83
1759342080000,1.07,11.84
1759342140000,1.29,11.84
1759342200000,0.79,11.84
1759342260000,0.69,11.84
1759342320000,0.89,11.84
1759342380000,1.35,11.84
1759342440000,0.81,11.84
1759342500000,0.70,11.84
1759342560000,0.83,11.84
1759342620000,0.63,11.84
1759342680000,0.59,11.84
1759342740000,0.64,11.84
1759342800000,0.59,11.84
1759342860000,0.54,11.84
1759342920000,0.60,11.84
1759342980000,0.46,11.84
1759343040000,0.46,11.84
1759343100000,0.73,11.84
1759343160000,0.53,11.84
1759343220000,0.83,11.84
1759343280000,0.60,11.84
1759343340000,0.48,11.84
1759343400000,0.70,11.84
1759343460000,1.11,11.84
1759343520000,0.74,11.84
1759343580000,1.10,11.84
1759343640000,0.52,11.84
1759343700000,0.70,11.84
1759343760000,0.74,11.84
1759343820000,0.67,11.84
1759343880000,0.70,11.84
1759343940000,0.54,11.84
1759344000000,0.51,11.84
1759344060000,0.53,11.84
1759344120000,0.51,11.84
1759344180000,0.78,11.84
1759344240000,0.40,11.84
1759344300000,0.49,11.84
1759344360000,0.50,11.84
1759344420000,0.53,11.84
1759344480000,0.40,11.84
1759344540000,0.44,11.84
1759344600000,0.70,11.84
1759344660000,0.53,11.84
1759344720000,1.30,11.84
1759344780000,0.87,11.84
1759344840000,0.51,11.84
1759344900000,0.94,11.84
1759344960000,0.56,11.84
1759345020000,0.39,11.84
1759345080000,0.35,11.84
1759345140000,0.41,11.84
1759345200000,1.04,11.84
1759345260000,0.55,11.84
1759345320000,0.51,11.84
1759345380000,0.46,11.84
1759345440000,0.37,11.84
1759345500000,0.44,11.84
1759345560000,0.38,11.84
1759345620000,0.53,11.84
1759345680000,0.53,11.84
1759345740000,0.44,11.84
1759345800000,0.56,11.84
1759345860000,0.78,11.84
1759345920000,0.40,11.84
1759345980000,0.62,11.84
1759346040000,0.59,11.84
1759346100000,0.45,11.84
1759346160000,0.59,11.84
1759346220000,0.51,11.84
1759346280000,0.80,11.84
1759346340000,0.49,11.84
1759346400000,0.91,11.84
1759346460000,0.76,11.84
1759346520000,0.75,11.84
1759346580000,0.81,11.84
1759346640000,0.53,11.84
1759346700000,0.94,11.84
1759346760000,0.50,11.84
1759346820000,0.92,11.84
1759346880000,0.51,11.84
1759346940000,0.56,11.84
1759347000000,0.82,11.84
1759347060000,0.60,11.84
1759347120000,0.50,11.84
1759347180000,0.49,11.84
1759347240000,0.72,11.84
1759347300000,0.93,11.84
1759347360000,0.77,11.84
1759347420000,0.55,11.84
1759347480000,0.47,11.84
1759347540000,0.54,11.84
1759347600000,0.64,11.84
1759347660000,1.09,11.84
1759347720000,0.88,11.84
1759347780000,0.90,11.84
1759347840000,0.56,11.84
1759347900000,0.91,11.84
1759347960000,0.76,11.84
1759348020000,1.13,11.84
1759348080000,0.86,11.84
1759348140000,1.10,11.84
1759348200000,1.61,11.84
1759348260000,0.93,11.84
1759348320000,0.84,11.84
1759348380000,0.65,11.84
1759348440000,0.98,11.84
1759348500000,0.96,11.84
1759348560000,0.98,11.84
1759348620000,0.97,11.84
1759348680000,0.90,11.84
1759348740000,1.44,11.84
1759348800000,1.47,11.84
1759348860000,0.99,11.84
1759348920000,0.68,11.84
1759348980000,0.46,11.84
1759349040000,0.77,11.84
1759349100000,0.76,11.84
1759349160000,0.40,11.84
1759349220000,0.70,11.84
1759349280000,0.82,11.84
1759349340000,1.11,11.84
1759349400000,0.86,11.84
1759349460000,0.53,11.84
1759349520000,1.55,11.84
1759349580000,1.08,11.84
1759349640000,0.85,11.84
1759349700000,1.11,11.84
1759349760000,0.87,11.84
1759349820000,0.67,11.84
1759349880000,0.64,11.84
1759349940000,0.61,11.84
1759350000000,1.08,11.84
1759350060000,0.64,11.84
1759350120000,1.32,11.84
1759350180000,0.52,11.84
1759350240000,0.38,11.84
1759350300000,0.42,11.84
1759350360000,0.36,11.84
1759350420000,0.29,11.84
1759350480000,0.37,11.84
1759350540000,0.57,11.84
1759350600000,0.33,11.84
1759350660000,0.37,11.84
1759350720000,0.38,11.84
1759350780000,0.46,11.84
1759350840000,0.50,11.84
1759350900000,0.32,11.84
1759350960000,0.26,11.84
1759351020000,0.41,11.84
1759351080000,0.30,11.84
1759351140000,0.34,11.84
1759351200000,0.32,11.84
1759351260000,0.28,11.84
1759351320000,0.37,11.84
1759351380000,0.43,11.84
1759351440000,0.31,11.84
1759351500000,0.59,11.84
1759351560000,0.63,11.84
1759351620000,0.39,11.84
1759351680000,0.20,11.84
1759351740000,0.31,11.84
1759351800000,0.19,11.84
1759351860000,0.40,11.84
1759351920000,0.51,11.84
1759351980000,0.61,11.84
1759352040000,0.47,11.84
1759352100000,0.33,11.84
1759352160000,0.38,11.84
1759352220000,0.20,11.84
1759352280000,0.45,11.84
1759352340000,0.56,11.84
1759352400000,0.99,11.84
1759352460000,0.89,11.84
1759352520000,0.48,11.84
1759352580000,0.50,11.84
1759352640000,0.57,11.84
1759352700000,0.40,11.84
1759352760000,0.61,11.84
1759352820000,0.33,11.84
1759352880000,0.48,11.84
1759352940000,0.45,11.84
1759353000000,0.39,11.84
1759353060000,0.49,11.84
1759353120000,0.67,11.84
1759353180000,0.51,11.84
1759353240000,1.03,11.84
1759353300000,0.58,11.84
1759353360000,0.72,11.84
1759353420000,0.37,11.84
1759353480000,0.29,11.84
1759353540000,0.33,11.84
1759353600000,0.55,11.84
1759353660000,0.68,11.84
1759353720000,0.96,11.84
1759353780000,0.48,11.84
1759353840000,0.38,11.84
1759353900000,0.46,11.84
1759353960000,0.67,11.84
1759354020000,0.47,11.84
1759354080000,0.54,11.84
1759354140000,0.41,11.84
1759354200000,0.44,11.84
1759354260000,0.50,11.84
1759354320000,0.70,11.84
1759354380000,0.80,11.84
1759354440000,0.52,11.84
1759354500000,0.44,11.84
1759354560000,0.50,11.84
1759354620000,0.72,11.84
1759354680000,1.47,11.84
1759354740000,0.90,11.84
1759354800000,0.46,11.84
1759354860000,0.48,11.84
1759354920000,0.28,11.84
1759354980000,0.44,11.84
1759355040000,0.30,11.84
1759355100000,0.43,11.84
1759355160000,0.67,11.84
1759355220000,0.63,11.84
1759355280000,0.43,11.84
1759355340000,1.65,11.84
1759355400000,2.37,11.84
1759355460000,0.56,11.84
1759355520000,0.64,11.84
1759355580000,0.56,11.84
1759355640000,0.39,11.84
1759355700000,0.59,11.84
1759355760000,0.67,11.84
1759355820000,0.33,11.84
1759355880000,0.47,11.84
1759355940000,0.85,11.84
1759356000000,1.54,11.84
1759356060000,2.29,11.84
1759356120000,1.70,11.84
1759356180000,1.07,11.84
1759356240000,0.63,11.84
1759356300000,1.70,11.84
1759356360000,1.70,11.84
1759356420000,1.19,11.84
1759356480000,3.28,11.84
1759356540000,1.24,11.84
1759356600000,1.75,11.84
1759356660000,1.15,11.84
1759356720000,0.74,11.84
1759356780000,0.97,11.84
1759356840000,0.99,11.84
1759356900000,0.81,11.84
1759356960000,0.94,11.84
1759357020000,0.80,11.84
1759357080000,0.63,11.84
1759357140000,1.16,11.84
1759357200000,0.61,11.84
1759357260000,0.42,11.84
1759357320000,0.41,11.84
1759357380000,0.36,11.84
1759357440000,0.52,11.84
1759357500000,0.44,11.84
1759357560000,0.41,11.84
1759357620000,0.47,11.84
1759357680000,0.39,11.84
1759357740000,0.36,11.84
1759357800000,0.46,11.84
1759357860000,0.72,11.84
1759357920000,0.46,11.84
1759357980000,0.73,11.84
1759358040000,0.55,11.84
1759358100000,0.41,11.84
1759358160000,1.22,11.84
1759358220000,0.98,11.84
1759358280000,0.69,11.84
1759358340000,1.31,11.84
1759358400000,0.33,11.84
1759358460000,0.46,11.84
1759358520000,0.95,11.84
1759358580000,0.53,11.84
1759358640000,0.36,11.84
1759358700000,0.50,11.84
1759358760000,1.09,11.84
1759358820000,1.39,11.84
1759358880000,0.83,11.84
1759358940000,0.93,11.84
1759359000000,1.90,11.84
1759359060000,0.75,11.84
1759359120000,0.54,11.84
1759359180000,0.86,11.84
1759359240000,0.90,11.84
1759359300000,1.15,11.84
1759359360000,0.44,11.84
1759359420000,0.44,11.84
1759359480000,1.09,11.84
1759359540000,1.28,11.84
1759359600000,2.34,11.84
1759359660000,0.77,11.84
1759359720000,0.56,11.84
1759359780000,0.44,11.84
1759359840000,0.61,11.84
1759359900000,0.67,11.84
1759359960000,0.67,11.84
1759360020000,0.51,11.84
1759360080000,0.98,11.84
1759360140000,1.22,11.84
1759360200000,0.89,11.84
1759360260000,0.76,11.84
1759360320000,0.73,11.84
1759360380000,0.57,11.84
1759360440000,0.56,11.84
1759360500000,0.52,11.84
1759360560000,4.26,11.84
1759360620000,2.19,11.84
1759360680000,1.34,11.84
1759360740000,3.24,11.84
1759360800000,1.69,11.84
1759360860000,1.24,11.84
1759360920000,1.53,11.84
1759360980000,0.91,11.84
1759361040000,1.23,11.84
1759361100000,0.72,11.84
1759361160000,1.09,11.84
1759361220000,1.18,11.84
1759361280000,0.67,11.84
1759361340000,1.45,11.84
1759361400000,0.87,11.84
1759361460000,1.24,11.84
1759361520000,1.29,11.84
1759361580000,0.93,11.84
1759361640000,1.40,11.84
1759361700000,1.73,11.84
1759361760000,0.70,11.84
1759361820000,0.69,11.84
1759361880000,0.49,11.84
1759361940000,0.94,11.84
1759362000000,1.08,11.84
1759362060000,1.55,11.84
1759362120000,1.49,11.84
1759362180000,1.10,11.84
1759362240000,1.04,11.84
1759362300000,0.61,11.84
1759362360000,1.89,11.84
1759362420000,1.50,11.84
1759362480000,2.50,11.84
1759362540000,1.11,11.84
1759362600000,0.80,11.84
1759362660000,0.65,11.84
1759362720000,2.51,11.84
1759362780000,1.16,11.84
1759362840000,0.75,11.84
1759362900000,1.51,11.84
1759362960000,2.45,11.84
1759363020000,1.14,11.84
1759363080000,3.94,11.84
1759363140000,4.19,11.84
1759363200000,5.89,11.84
1759363260000,7.24,11.84
1759363320000,5.74,11.84
1759363380000,5.49,11.84
1759363440000,5.27,11.84
1759363500000,4.03,11.84
1759363560000,2.54,11.84
1759363620000,3.34,11.84
1759363680000,4.48,11.84
1759363740000,4.00,11.84
1759363800000,5.16,11.84
1759363860000,2.80,11.84
1759363920000,2.53,11.84
1759363980000,2.06,11.84
1759364040000,2.29,11.84
1759364100000,2.84,11.84
1759364160000,2.51,11.84
1759364220000,1.92,11.84
1759364280000,2.19,11.84
1759364340000,3.18,11.84
1759364400000,1.85,11.84
1759364460000,2.63,11.84
1759364520000,2.12,11.84
1759364580000,1.95,11.84
1759364640000,2.17,11.84
1759364700000,1.86,11.84
1759364760000,2.00,11.84
1759364820000,1.19,11.84
1759364880000,1.58,11.84
1759364940000,2.87,11.84
1759365000000,2.82,11.84
1759365060000,1.80,11.84
1759365120000,1.80,11.84
1759365180000,2.77,11.84
1759365240000,1.87,11.84
1759365300000,1.82,11.84
1759365360000,1.88,11.84
1759365420000,2.16,11.84
1759365480000,1.73,11.84
1759365540000,1.81,11.84
1759365600000,1.69,11.84
1759365660000,2.07,11.84
1759365720000,2.00,11.84
1759365780000,2.08,11.84
1759365840000,1.14,11.84
1759365900000,1.31,11.84
1759365960000,1.73,11.84
1759366020000,1.35,11.84
1759366080000,1.55,11.84
1759366140000,1.69,11.84
1759366200000,2.06,11.84
1759366260000,1.34,11.84
1759366320000,0.96,11.84
1759366380000,1.64,11.84
1759366440000,1.53,11.84
1759366500000,0.68,11.84
1759366560000,1.05,11.84
1759366620000,1.07,11.84
1759366680000,1.22,11.84
1759366740000,0.96,11.84
1759366800000,1.95,11.84
1759366860000,1.59,11.84
1759366920000,1.33,11.84
1759366980000,1.76,11.84
1759367040000,1.26,11.84
1759367100000,0.96,11.84
1759367160000,1.22,11.84
1759367220000,1.50,11.84
1759367280000,1.16,11.84
1759367340000,1.51,11.84
1759367400000,1.45,11.84
1759367460000,1.10,11.84
1759367520000,1.07,11.84
1759367580000,1.09,11.84
1759367640000,1.44,11.84
1759367700000,1.00,11.84
1759367760000,1.03,11.84
1759367820000,1.72,11.84
1759367880000,1.22,11.84
1759367940000,1.68,11.84
1759368000000,1.01,11.84
1759368060000,1.32,11.84
1759368120000,1.50,11.84
1759368180000,1.61,11.84
1759368240000,0.98,11.84
1759368300000,1.82,11.84
1759368360000,2.86,11.84
1759368420000,1.64,11.84
1759368480000,1.06,11.84
1759368540000,0.80,11.84
1759368600000,1.09,11.84
1759368660000,0.97,11.84
1759368720000,2.31,11.84
1759368780000,2.40,11.84
1759368840000,1.14,11.84
1759368900000,1.63,11.84
1759368960000,1.23,11.84
1759369020000,1.06,11.84
1759369080000,1.17,11.84
1759369140000,1.25,11.84
1759369200000,1.65,11.84
1759369260000,0.92,11.84
1759369320000,0.86,11.84
1759369380000,0.93,11.84
1759369440000,1.09,11.84
1759369500000,1.82,11.84
1759369560000,2.84,11.84
1759369620000,3.18,11.84
1759369680000,4.44,11.84
1759369740000,4.33,11.84
1759369800000,2.53,11.84
1759369860000,2.09,11.84
1759369920000,2.03,11.84
1759369980000,1.54,11.84
1759370040000,1.73,11.84
1759370100000,1.36,11.84
1759370160000,2.49,11.84
1759370220000,1.94,11.84
1759370280000,2.19,11.84
1759370340000,3.11,11.84
1759370400000,4.55,11.84
1759370460000,4.34,11.84
1759370520000,2.45,11.84
1759370580000,2.51,11.84
1759370640000,2.04,11.84
1759370700000,2.25,11.84
1759370760000,1.84,11.84
1759370820000,1.65,11.84
1759370880000,1.11,11.84
1759370940000,1.19,11.84
1759371000000,2.42,11.84
1759371060000,1.63,11.84
1759371120000,1.80,11.84
1759371180000,1.54,11.84
1759371240000,1.11,11.84
1759371300000,1.20,11.84
1759371360000,1.20,11.84
1759371420000,1.26,11.84
1759371480000,0.92,11.84
1759371540000,1.35,11.84
1759371600000,1.69,11.84
1759371660000,2.22,11.84
1759371720000,1.18,11.84
1759371780000,1.20,11.84
1759371840000,1.31,11.84
1759371900000,1.29,11.84
1759371960000,2.11,11.84
1759372020000,1.25,11.84
1759372080000,1.16,11.84
1759372140000,1.57,11.84
1759372200000,1.32,11.84
1759372260000,1.49,11.84
1759372320000,1.11,11.84
1759372380000,1.95,11.84
1759372440000,0.96,11.84
1759372500000,1.38,11.84
1759372560000,1.50,11.84
1759372620000,1.98,11.84
1759372680000,1.12,11.84
1759372740000,0.80,11.84
1759372800000,1.36,11.84
1759372860000,2.17,11.84
1759372920000,1.72,11.84
1759372980000,2.18,11.84
1759373040000,1.02,11.84
1759373100000,1.66,11.84
1759373160000,1.96,11.84
1759373220000,2.12,11.84
1759373280000,1.39,11.84
1759373340000,1.06,11.84
1759373400000,1.07,11.84
1759373460000,3.21,11.84
1759373520000,2.34,11.84
1759373580000,1.76,11.84
1759373640000,1.34,11.84
1759373700000,1.73,11.84
1759373760000,0.98,11.84
1759373820000,0.90,11.84
1759373880000,1.17,11.84
1759373940000,1.00,11.84
1759374000000,1.72,11.84
1759374060000,1.27,11.84
1759374120000,1.08,11.84
1759374180000,1.01,11.84
1759374240000,1.03,11.84
1759374300000,1.15,11.84
1759374360000,0.89,11.84
1759374420000,0.89,11.84
1759374480000,1.09,11.84
1759374540000,1.28,11.84
1759374600000,1.87,11.84
1759374660000,1.14,11.84
1759374720000,1.28,11.84
1759374780000,0.82,11.84
1759374840000,0.86,11.84
1759374900000,0.99,11.84
1759374960000,0.96,11.84
1759375020000,0.94,11.84
1759375080000,0.83,11.84
1759375140000,0.87,11.84
1759375200000,1.15,11.84
1759375260000,0.99,11.84
1759375320000,0.84,11.84
1759375380000,0.77,11.84
1759375440000,0.87,11.84
1759375500000,1.55,11.84
1759375560000,0.92,11.84
1759375620000,0.73,11.84
1759375680000,0.87,11.84
1759375740000,0.48,11.84
1759375800000,2.18,11.84
1759375860000,0.88,11.84
1759375920000,1.20,11.84
1759375980000,1.47,11.84
1759376040000,0.96,11.84
1759376100000,1.34,11.84
1759376160000,1.40,11.84
1759376220000,0.78,11.84
1759376280000,0.63,11.84
1759376340000,0.89,11.84
1759376400000,0.92,11.84
1759376460000,0.90,11.84
1759376520000,0.98,11.84
1759376580000,1.00,11.84
1759376640000,0.86,11.84
1759376700000,1.30,11.84
1759376760000,0.76,11.84
1759376820000,0.95,11.84
1759376880000,1.73,11.84
1759376940000,0.86,11.84
1759377000000,0.52,11.84
1759377060000,0.65,11.84
1759377120000,0.66,11.84
1759377180000,0.84,11.84
1759377240000,1.67,11.84
1759377300000,0.70,11.84
1759377360000,0.58,11.84
1759377420000,0.57,11.84
1759377480000,0.59,11.84
1759377540000,0.63,11.84
1759377600000,1.67,11.84
1759377660000,0.85,11.84
1759377720000,0.94,11.84
1759377780000,0.73,11.84
1759377840000,1.22,11.84
1759377900000,0.79,11.84
1759377960000,0.60,11.84
1759378020000,0.58,11.84
1759378080000,0.71,11.84
1759378140000,1.19,11.84
1759378200000,0.92,11.84
1759378260000,0.81,11.84
1759378320000,0.56,11.84
1759378380000,0.55,11.84
1759378440000,0.59,11.84
1759378500000,0.80,11.84
1759378560000,0.70,11.84
1759378620000,0.83,11.84
1759378680000,0.88,11.84
1759378740000,0.70,11.84
1759378800000,0.75,11.84
1759378860000,0.99,11.84
1759378920000,0.47,11.84
1759378980000,0.87,11.84
1759379040000,1.20,11.84
1759379100000,0.75,11.84
1759379160000,0.92,11.84
1759379220000,0.64,11.84
1759379280000,0.96,11.84
1759379340000,0.68,11.84
1759379400000,0.72,11.84
1759379460000,1.21,11.84
1759379520000,1.28,11.84
1759379580000,0.90,11.84
1759379640000,0.87,11.84
1759379700000,0.94,11.84
1759379760000,1.01,11.84
1759379820000,0.90,11.84
1759379880000,0.70,11.84
1759379940000,0.68,11.84
1759380000000,0.70,11.84
1759380060000,0.72,11.84
1759380120000,1.59,11.84
1759380180000,1.47,11.84
1759380240000,1.35,11.84
1759380300000,1.03,11.84
1759380360000,0.88,11.84
1759380420000,0.82,11.84
1759380480000,0.74,11.84
1759380540000,0.95,11.84
1759380600000,1.08,11.84
1759380660000,0.63,11.84
1759380720000,0.55,11.84
1759380780000,0.85,11.84
1759380840000,0.71,11.84
1759380900000,0.53,11.84
1759380960000,0.46,11.84
1759381020000,1.09,11.84
1759381080000,1.04,11.84
1759381140000,0.80,11.84
1759381200000,2.10,11.84
1759381260000,0.61,11.84
1759381320000,0.60,11.84
1759381380000,0.55,11.84
1759381440000,0.50,11.84
1759381500000,1.07,11.84
1759381560000,0.41,11.84
1759381620000,0.67,11.84
1759381680000,0.64,11.84
1759381740000,0.60,11.84
1759381800000,0.71,11.84
1759381860000,0.66,11.84
1759381920000,0.77,11.84
1759381980000,0.62,11.84
1759382040000,0.69,11.84
1759382100000,0.78,11.84
1759382160000,0.68,11.84
1759382220000,0.58,11.84
1759382280000,0.60,11.84
1759382340000,0.92,11.84
1759382400000,1.14,11.84
1759382460000,0.69,11.84
1759382520000,1.18,11.84
1759382580000,0.55,11.84
1759382640000,1.23,11.84
1759382700000,0.59,11.84
1759382760000,1.53,11.84
1759382820000,1.22,11.84
1759382880000,4.61,11.84
1759382940000,3.13,11.84
1759383000000,1.98,11.84
1759383060000,1.26,11.84
1759383120000,1.20,11.84
1759383180000,1.59,11.84
1759383240000,1.17,11.84
1759383300000,1.00,11.84
1759383360000,0.95,11.84
1759383420000,1.09,11.84
1759383480000,0.76,11.84
1759383540000,0.99,11.84
1759383600000,1.37,11.84
1759383660000,0.63,11.84
1759383720000,0.58,11.84
1759383780000,0.47,11.84
1759383840000,0.80,11.84
1759383900000,0.37,11.84
1759383960000,0.54,11.84
1759384020000,0.51,11.84
1759384080000,0.48,11.84
1759384140000,0.60,11.84
1759384200000,0.57,11.84
1759384260000,0.44,11.84
1759384320000,1.01,11.84
1759384380000,1.07,11.84
1759384440000,0.46,11.84
1759384500000,0.56,11.84
1759384560000,0.54,11.84
1759384620000,0.56,11.84
1759384680000,0.39,11.84
1759384740000,0.53,11.84
1759384800000,1.30,11.84
1759384860000,0.68,11.84
1759384920000,0.74,11.84
1759384980000,0.51,11.84
1759385040000,0.71,11.84
1759385100000,0.99,11.84
1759385160000,0.75,11.84
1759385220000,0.72,11.84
1759385280000,0.99,11.84
1759385340000,0.54,11.84
1759385400000,0.64,11.84
1759385460000,0.60,11.84
1759385520000,0.63,11.84
1759385580000,0.51,11.84
1759385640000,0.41,11.84
1759385700000,0.64,11.84
1759385760000,0.98,11.84
1759385820000,0.77,11.84
1759385880000,0.57,11.84
1759385940000,0.41,11.84
1759386000000,0.84,11.84
1759386060000,0.60,11.84
1759386120000,0.58,11.84
1759386180000,0.54,11.84
1759386240000,0.47,11.84
1759386300000,0.66,11.84
1759386360000,0.72,11.84
1759386420000,0.57,11.84
1759386480000,0.90,11.84
1759386540000,5.33,11.84
1759386600000,3.37,11.84
1759386660000,3.20,11.84
1759386720000,2.37,11.84
1759386780000,2.64,11.84
1759386840000,1.78,11.84
1759386900000,1.43,11.84
1759386960000,0.86,11.84
1759387020000,0.83,11.84
1759387080000,0.96,11.84
1759387140000,2.64,11.84
1759387200000,1.54,11.84
1759387260000,1.81,11.84
1759387320000,2.90,11.84
1759387380000,2.22,11.84
1759387440000,1.11,11.84
1759387500000,0.75,11.84
1759387560000,1.32,11.84
1759387620000,0.79,11.84
1759387680000,0.71,11.84
1759387740000,0.86,11.84
1759387800000,0.55,11.84
1759387860000,0.63,11.84
1759387920000,0.88,11.84
1759387980000,0.69,11.84
1759388040000,0.38,11.84
1759388100000,0.74,11.84
1759388160000,0.60,11.84
1759388220000,0.59,11.84
